date,product,quantity,revenue,cost,category,customer_segment
2025-07-27,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-07-27,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-07-27,HDMI Cable,2,31.98,8.0,Accessories,Business
2025-07-27,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-07-27,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-07-27,USB-C Cable,2,25.98,7.0,Accessories,Consumer
2025-07-27,Wireless Headphones,1,79.99,40.0,Electronics,Business
2025-07-27,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-07-27,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-07-27,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-07-27,Wireless Headphones,1,79.99,40.0,Electronics,Education
2025-07-27,Laptop Stand,1,49.99,20.0,Office,Business
2025-07-27,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-07-27,Ergonomic Keyboard,1,89.99,45.0,Office,Business
2025-07-27,USB-C Cable,2,25.98,7.0,Accessories,Business
2025-07-27,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-07-28,Desk Organizer,1,24.99,10.0,Office,Business
2025-07-28,Wireless Headphones,3,239.97,120.0,Electronics,Consumer
2025-07-28,Phone Case,2,39.98,10.0,Accessories,Consumer
2025-07-28,Webcam HD,5,349.95,175.0,Electronics,Business
2025-07-28,HDMI Cable,1,15.99,4.0,Accessories,Business
2025-07-28,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-07-28,Portable Charger,2,79.98,36.0,Electronics,Consumer
2025-07-28,Wireless Headphones,1,79.99,40.0,Electronics,Business
2025-07-28,Phone Case,2,39.98,10.0,Accessories,Business
2025-07-28,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-07-28,Phone Case,2,39.98,10.0,Accessories,Consumer
2025-07-28,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-07-28,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-07-28,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-07-28,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-07-28,USB-C Cable,2,25.98,7.0,Accessories,Consumer
2025-07-29,Laptop Stand,1,49.99,20.0,Office,Education
2025-07-29,Webcam HD,1,69.99,35.0,Electronics,Business
2025-07-29,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-07-29,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-07-29,Wireless Headphones,2,159.98,80.0,Electronics,Consumer
2025-07-29,Laptop Stand,2,99.98,40.0,Office,Consumer
2025-07-29,Laptop Stand,1,49.99,20.0,Office,Education
2025-07-29,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-07-29,Portable Charger,2,79.98,36.0,Electronics,Consumer
2025-07-29,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-07-29,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-07-29,Bluetooth Mouse,1,34.99,15.0,Electronics,Business
2025-07-29,Portable Charger,1,39.99,18.0,Electronics,Business
2025-07-29,Webcam HD,1,69.99,35.0,Electronics,Business
2025-07-29,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-07-29,Ergonomic Keyboard,3,269.97,135.0,Office,Business
2025-07-29,Bluetooth Mouse,2,69.98,30.0,Electronics,Consumer
2025-07-30,Wireless Headphones,1,79.99,40.0,Electronics,Education
2025-07-30,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-07-30,Wireless Headphones,1,79.99,40.0,Electronics,Education
2025-07-30,HDMI Cable,1,15.99,4.0,Accessories,Business
2025-07-30,Portable Charger,1,39.99,18.0,Electronics,Business
2025-07-30,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-07-30,Desk Organizer,2,49.98,20.0,Office,Consumer
2025-07-30,Phone Case,1,19.99,5.0,Accessories,Business
2025-07-30,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-07-30,Webcam HD,1,69.99,35.0,Electronics,Education
2025-07-30,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-07-30,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-07-30,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-07-30,Desk Organizer,2,49.98,20.0,Office,Consumer
2025-07-31,Portable Charger,1,39.99,18.0,Electronics,Business
2025-07-31,Wireless Headphones,1,79.99,40.0,Electronics,Education
2025-07-31,HDMI Cable,4,63.96,16.0,Accessories,Business
2025-07-31,Wireless Headphones,5,399.95,200.0,Electronics,Business
2025-07-31,Bluetooth Mouse,1,34.99,15.0,Electronics,Business
2025-07-31,Portable Charger,2,79.98,36.0,Electronics,Consumer
2025-07-31,HDMI Cable,2,31.98,8.0,Accessories,Consumer
2025-07-31,USB-C Cable,1,12.99,3.5,Accessories,Education
2025-07-31,Phone Case,1,19.99,5.0,Accessories,Education
2025-07-31,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-07-31,Laptop Stand,1,49.99,20.0,Office,Business
2025-07-31,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-07-31,Ergonomic Keyboard,1,89.99,45.0,Office,Business
2025-07-31,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-07-31,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-07-31,Ergonomic Keyboard,2,179.98,90.0,Office,Consumer
2025-08-01,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-08-01,Portable Charger,4,159.96,72.0,Electronics,Consumer
2025-08-01,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-08-01,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-01,Desk Organizer,2,49.98,20.0,Office,Business
2025-08-01,Wireless Headphones,3,239.97,120.0,Electronics,Business
2025-08-01,Ergonomic Keyboard,1,89.99,45.0,Office,Education
2025-08-01,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-01,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-01,Wireless Headphones,1,79.99,40.0,Electronics,Business
2025-08-01,Laptop Stand,1,49.99,20.0,Office,Business
2025-08-01,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-08-01,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-08-01,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-01,Phone Case,1,19.99,5.0,Accessories,Business
2025-08-02,Portable Charger,2,79.98,36.0,Electronics,Consumer
2025-08-02,Wireless Headphones,1,79.99,40.0,Electronics,Business
2025-08-02,Phone Case,2,39.98,10.0,Accessories,Consumer
2025-08-02,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-02,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-02,Wireless Headphones,1,79.99,40.0,Electronics,Education
2025-08-02,Desk Organizer,2,49.98,20.0,Office,Business
2025-08-02,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-08-02,Laptop Stand,1,49.99,20.0,Office,Business
2025-08-02,Laptop Stand,2,99.98,40.0,Office,Consumer
2025-08-02,Phone Case,1,19.99,5.0,Accessories,Education
2025-08-02,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-08-02,Bluetooth Mouse,2,69.98,30.0,Electronics,Education
2025-08-02,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-02,Bluetooth Mouse,2,69.98,30.0,Electronics,Consumer
2025-08-02,Portable Charger,1,39.99,18.0,Electronics,Business
2025-08-03,Phone Case,2,39.98,10.0,Accessories,Consumer
2025-08-03,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-03,Desk Organizer,1,24.99,10.0,Office,Education
2025-08-03,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-03,Wireless Headphones,1,79.99,40.0,Electronics,Education
2025-08-03,Portable Charger,7,279.93,126.0,Electronics,Business
2025-08-03,Wireless Headphones,1,79.99,40.0,Electronics,Business
2025-08-03,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-08-03,Bluetooth Mouse,2,69.98,30.0,Electronics,Business
2025-08-03,Wireless Headphones,2,159.98,80.0,Electronics,Consumer
2025-08-03,Phone Case,2,39.98,10.0,Accessories,Business
2025-08-03,Phone Case,1,19.99,5.0,Accessories,Consumer
2025-08-03,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-03,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-08-03,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-04,Wireless Headphones,1,79.99,40.0,Electronics,Business
2025-08-04,Webcam HD,1,69.99,35.0,Electronics,Business
2025-08-04,Bluetooth Mouse,1,34.99,15.0,Electronics,Business
2025-08-04,Laptop Stand,1,49.99,20.0,Office,Business
2025-08-04,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-08-04,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-04,Phone Case,3,59.97,15.0,Accessories,Business
2025-08-04,Webcam HD,2,139.98,70.0,Electronics,Consumer
2025-08-04,Wireless Headphones,2,159.98,80.0,Electronics,Business
2025-08-04,USB-C Cable,7,90.93,24.5,Accessories,Education
2025-08-04,Bluetooth Mouse,2,69.98,30.0,Electronics,Business
2025-08-04,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-08-04,Desk Organizer,1,24.99,10.0,Office,Business
2025-08-04,Phone Case,2,39.98,10.0,Accessories,Consumer
2025-08-04,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-08-05,Bluetooth Mouse,1,34.99,15.0,Electronics,Business
2025-08-05,Ergonomic Keyboard,1,89.99,45.0,Office,Business
2025-08-05,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-08-05,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-05,Bluetooth Mouse,1,34.99,15.0,Electronics,Business
2025-08-05,Wireless Headphones,1,79.99,40.0,Electronics,Education
2025-08-05,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-05,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-08-05,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-08-05,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-05,Laptop Stand,1,49.99,20.0,Office,Business
2025-08-05,Bluetooth Mouse,1,34.99,15.0,Electronics,Education
2025-08-05,Laptop Stand,5,249.95,100.0,Office,Business
2025-08-05,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-08-05,HDMI Cable,1,15.99,4.0,Accessories,Business
2025-08-05,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-05,Webcam HD,1,69.99,35.0,Electronics,Education
2025-08-06,Phone Case,1,19.99,5.0,Accessories,Business
2025-08-06,Laptop Stand,1,49.99,20.0,Office,Business
2025-08-06,Portable Charger,2,79.98,36.0,Electronics,Consumer
2025-08-06,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-06,Phone Case,1,19.99,5.0,Accessories,Consumer
2025-08-06,USB-C Cable,5,64.95,17.5,Accessories,Education
2025-08-06,USB-C Cable,2,25.98,7.0,Accessories,Consumer
2025-08-06,Desk Organizer,1,24.99,10.0,Office,Business
2025-08-06,Phone Case,1,19.99,5.0,Accessories,Consumer
2025-08-06,Phone Case,8,159.92,40.0,Accessories,Education
2025-08-06,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-06,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-08-06,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-08-07,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-08-07,Wireless Headphones,4,319.96,160.0,Electronics,Business
2025-08-07,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-08-07,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-08-07,Ergonomic Keyboard,4,359.96,180.0,Office,Business
2025-08-07,Portable Charger,2,79.98,36.0,Electronics,Business
2025-08-07,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-07,Bluetooth Mouse,1,34.99,15.0,Electronics,Business
2025-08-07,USB-C Cable,2,25.98,7.0,Accessories,Consumer
2025-08-07,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-07,Ergonomic Keyboard,1,89.99,45.0,Office,Business
2025-08-07,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-08-07,USB-C Cable,2,25.98,7.0,Accessories,Consumer
2025-08-07,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-08-08,Webcam HD,1,69.99,35.0,Electronics,Business
2025-08-08,Webcam HD,2,139.98,70.0,Electronics,Consumer
2025-08-08,Bluetooth Mouse,1,34.99,15.0,Electronics,Education
2025-08-08,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-08-08,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-08-08,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-08-08,Portable Charger,2,79.98,36.0,Electronics,Business
2025-08-08,Wireless Headphones,1,79.99,40.0,Electronics,Business
2025-08-08,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-08,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-08,Wireless Headphones,1,79.99,40.0,Electronics,Business
2025-08-08,Wireless Headphones,1,79.99,40.0,Electronics,Education
2025-08-08,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-08-08,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-09,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-08-09,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-09,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-08-09,Phone Case,1,19.99,5.0,Accessories,Business
2025-08-09,Desk Organizer,2,49.98,20.0,Office,Consumer
2025-08-09,Bluetooth Mouse,2,69.98,30.0,Electronics,Consumer
2025-08-09,Phone Case,2,39.98,10.0,Accessories,Business
2025-08-09,HDMI Cable,2,31.98,8.0,Accessories,Consumer
2025-08-09,HDMI Cable,2,31.98,8.0,Accessories,Business
2025-08-09,USB-C Cable,2,25.98,7.0,Accessories,Consumer
2025-08-09,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-08-09,Phone Case,1,19.99,5.0,Accessories,Business
2025-08-09,Portable Charger,7,279.93,126.0,Electronics,Consumer
2025-08-09,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-08-09,Ergonomic Keyboard,2,179.98,90.0,Office,Education
2025-08-09,Webcam HD,3,209.97,105.0,Electronics,Consumer
2025-08-09,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-08-10,Desk Organizer,1,24.99,10.0,Office,Business
2025-08-10,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-08-10,Laptop Stand,1,49.99,20.0,Office,Business
2025-08-10,Portable Charger,2,79.98,36.0,Electronics,Consumer
2025-08-10,Laptop Stand,2,99.98,40.0,Office,Education
2025-08-10,Portable Charger,1,39.99,18.0,Electronics,Education
2025-08-10,Wireless Headphones,1,79.99,40.0,Electronics,Business
2025-08-10,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-08-10,Phone Case,1,19.99,5.0,Accessories,Business
2025-08-10,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-08-10,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-10,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-10,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-11,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-08-11,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-08-11,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-08-11,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-08-11,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-11,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-08-11,Portable Charger,8,319.92,144.0,Electronics,Education
2025-08-11,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-08-11,Laptop Stand,4,199.96,80.0,Office,Business
2025-08-11,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-11,USB-C Cable,2,25.98,7.0,Accessories,Consumer
2025-08-11,Desk Organizer,1,24.99,10.0,Office,Business
2025-08-11,Portable Charger,2,79.98,36.0,Electronics,Consumer
2025-08-11,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-11,Bluetooth Mouse,2,69.98,30.0,Electronics,Business
2025-08-11,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-12,Webcam HD,1,69.99,35.0,Electronics,Education
2025-08-12,Portable Charger,6,239.94,108.0,Electronics,Business
2025-08-12,Phone Case,1,19.99,5.0,Accessories,Consumer
2025-08-12,Wireless Headphones,3,239.97,120.0,Electronics,Consumer
2025-08-12,Wireless Headphones,2,159.98,80.0,Electronics,Business
2025-08-12,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-12,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-12,Bluetooth Mouse,5,174.95,75.0,Electronics,Business
2025-08-12,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-12,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-08-12,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-08-12,Ergonomic Keyboard,1,89.99,45.0,Office,Business
2025-08-12,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-12,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-08-12,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-08-12,Portable Charger,1,39.99,18.0,Electronics,Business
2025-08-13,USB-C Cable,2,25.98,7.0,Accessories,Business
2025-08-13,Portable Charger,1,39.99,18.0,Electronics,Business
2025-08-13,Laptop Stand,2,99.98,40.0,Office,Consumer
2025-08-13,Phone Case,1,19.99,5.0,Accessories,Consumer
2025-08-13,Phone Case,1,19.99,5.0,Accessories,Business
2025-08-13,Webcam HD,2,139.98,70.0,Electronics,Consumer
2025-08-13,Bluetooth Mouse,1,34.99,15.0,Electronics,Business
2025-08-13,Bluetooth Mouse,1,34.99,15.0,Electronics,Education
2025-08-13,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-13,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-08-13,Wireless Headphones,1,79.99,40.0,Electronics,Business
2025-08-13,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-08-13,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-13,Phone Case,1,19.99,5.0,Accessories,Consumer
2025-08-13,Wireless Headphones,1,79.99,40.0,Electronics,Education
2025-08-14,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-08-14,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-08-14,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-14,Wireless Headphones,2,159.98,80.0,Electronics,Business
2025-08-14,Phone Case,5,99.95,25.0,Accessories,Business
2025-08-14,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-08-14,Phone Case,2,39.98,10.0,Accessories,Business
2025-08-14,Portable Charger,2,79.98,36.0,Electronics,Consumer
2025-08-14,Laptop Stand,2,99.98,40.0,Office,Consumer
2025-08-14,USB-C Cable,2,25.98,7.0,Accessories,Consumer
2025-08-14,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-08-14,Desk Organizer,2,49.98,20.0,Office,Consumer
2025-08-14,Ergonomic Keyboard,3,269.97,135.0,Office,Business
2025-08-14,Webcam HD,1,69.99,35.0,Electronics,Business
2025-08-14,USB-C Cable,2,25.98,7.0,Accessories,Business
2025-08-14,HDMI Cable,1,15.99,4.0,Accessories,Business
2025-08-15,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-15,Laptop Stand,1,49.99,20.0,Office,Business
2025-08-15,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-08-15,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-15,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-08-15,Portable Charger,1,39.99,18.0,Electronics,Business
2025-08-15,Bluetooth Mouse,5,174.95,75.0,Electronics,Business
2025-08-15,Desk Organizer,1,24.99,10.0,Office,Business
2025-08-15,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-15,Bluetooth Mouse,2,69.98,30.0,Electronics,Business
2025-08-15,HDMI Cable,1,15.99,4.0,Accessories,Business
2025-08-15,Ergonomic Keyboard,1,89.99,45.0,Office,Business
2025-08-15,Portable Charger,2,79.98,36.0,Electronics,Consumer
2025-08-16,Portable Charger,1,39.99,18.0,Electronics,Education
2025-08-16,HDMI Cable,1,15.99,4.0,Accessories,Business
2025-08-16,Phone Case,1,19.99,5.0,Accessories,Education
2025-08-16,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-08-16,Portable Charger,3,119.97,54.0,Electronics,Business
2025-08-16,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-16,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-16,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-08-16,Bluetooth Mouse,1,34.99,15.0,Electronics,Business
2025-08-16,Webcam HD,2,139.98,70.0,Electronics,Consumer
2025-08-16,Ergonomic Keyboard,1,89.99,45.0,Office,Education
2025-08-16,Ergonomic Keyboard,2,179.98,90.0,Office,Business
2025-08-16,Laptop Stand,1,49.99,20.0,Office,Education
2025-08-16,Portable Charger,2,79.98,36.0,Electronics,Consumer
2025-08-17,Laptop Stand,2,99.98,40.0,Office,Consumer
2025-08-17,Wireless Headphones,1,79.99,40.0,Electronics,Education
2025-08-17,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-08-17,HDMI Cable,2,31.98,8.0,Accessories,Consumer
2025-08-17,Phone Case,1,19.99,5.0,Accessories,Consumer
2025-08-17,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-17,Wireless Headphones,3,239.97,120.0,Electronics,Business
2025-08-17,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-17,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-08-17,Ergonomic Keyboard,2,179.98,90.0,Office,Business
2025-08-17,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-08-17,Desk Organizer,2,49.98,20.0,Office,Consumer
2025-08-17,Wireless Headphones,1,79.99,40.0,Electronics,Business
2025-08-18,Bluetooth Mouse,1,34.99,15.0,Electronics,Education
2025-08-18,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-08-18,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-18,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-08-18,Phone Case,1,19.99,5.0,Accessories,Consumer
2025-08-18,Desk Organizer,2,49.98,20.0,Office,Consumer
2025-08-18,Bluetooth Mouse,1,34.99,15.0,Electronics,Business
2025-08-18,Wireless Headphones,1,79.99,40.0,Electronics,Education
2025-08-18,Phone Case,1,19.99,5.0,Accessories,Consumer
2025-08-18,Laptop Stand,2,99.98,40.0,Office,Consumer
2025-08-18,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-18,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-18,Phone Case,1,19.99,5.0,Accessories,Education
2025-08-18,HDMI Cable,1,15.99,4.0,Accessories,Business
2025-08-18,Desk Organizer,2,49.98,20.0,Office,Consumer
2025-08-19,Desk Organizer,1,24.99,10.0,Office,Business
2025-08-19,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-19,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-19,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-08-19,Wireless Headphones,1,79.99,40.0,Electronics,Education
2025-08-19,HDMI Cable,4,63.96,16.0,Accessories,Education
2025-08-19,Bluetooth Mouse,1,34.99,15.0,Electronics,Education
2025-08-19,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-19,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-08-19,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-19,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-08-19,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-08-19,Bluetooth Mouse,2,69.98,30.0,Electronics,Education
2025-08-19,Bluetooth Mouse,2,69.98,30.0,Electronics,Consumer
2025-08-19,Laptop Stand,1,49.99,20.0,Office,Business
2025-08-20,Phone Case,1,19.99,5.0,Accessories,Consumer
2025-08-20,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-08-20,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-20,Wireless Headphones,3,239.97,120.0,Electronics,Consumer
2025-08-20,Wireless Headphones,1,79.99,40.0,Electronics,Business
2025-08-20,Phone Case,1,19.99,5.0,Accessories,Consumer
2025-08-20,Desk Organizer,2,49.98,20.0,Office,Business
2025-08-20,Laptop Stand,2,99.98,40.0,Office,Consumer
2025-08-20,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-20,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-08-20,Portable Charger,2,79.98,36.0,Electronics,Business
2025-08-20,Phone Case,1,19.99,5.0,Accessories,Business
2025-08-20,HDMI Cable,2,31.98,8.0,Accessories,Business
2025-08-20,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-20,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-08-20,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-20,Desk Organizer,1,24.99,10.0,Office,Business
2025-08-21,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-08-21,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-21,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-21,Wireless Headphones,1,79.99,40.0,Electronics,Education
2025-08-21,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-21,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-08-21,Ergonomic Keyboard,1,89.99,45.0,Office,Education
2025-08-21,Laptop Stand,2,99.98,40.0,Office,Business
2025-08-21,Phone Case,1,19.99,5.0,Accessories,Business
2025-08-21,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-08-21,HDMI Cable,6,95.94,24.0,Accessories,Business
2025-08-21,USB-C Cable,6,77.94,21.0,Accessories,Business
2025-08-21,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-08-21,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-08-22,Phone Case,2,39.98,10.0,Accessories,Consumer
2025-08-22,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-22,Wireless Headphones,1,79.99,40.0,Electronics,Education
2025-08-22,Webcam HD,3,209.97,105.0,Electronics,Business
2025-08-22,Bluetooth Mouse,7,244.93,105.0,Electronics,Education
2025-08-22,HDMI Cable,1,15.99,4.0,Accessories,Business
2025-08-22,Laptop Stand,5,249.95,100.0,Office,Business
2025-08-22,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-22,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-22,Desk Organizer,1,24.99,10.0,Office,Business
2025-08-22,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-22,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-22,Laptop Stand,2,99.98,40.0,Office,Education
2025-08-22,Bluetooth Mouse,2,69.98,30.0,Electronics,Consumer
2025-08-23,Bluetooth Mouse,1,34.99,15.0,Electronics,Business
2025-08-23,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-08-23,Webcam HD,1,69.99,35.0,Electronics,Business
2025-08-23,Laptop Stand,1,49.99,20.0,Office,Business
2025-08-23,USB-C Cable,4,51.96,14.0,Accessories,Consumer
